text,labels
La mancanza di coraggio ed andare fino in fondo a smantellare quella porcheria dei #DecretiSicurezza.,anger (W)
Ma quanto è bello 😍 quando alcuni giornalisti vengono smentiti nel giro di pochi minuti dai comunicati ufficiali #Ibrahimovic #ACMilan,joy (R)
Ma questi numeri li fate vedere per dire che le misure restrittive funzionano?#COVID__19 #COVID19 https://t.co/hJrkfB5Etk,anger (W)
@ZZiliani Hanno scritto Gianluigi Buffone 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,joy (R)
"#COVID__19Il problema non è neanche tanto l'aumento dei positivi, il problema serio è che in alcune regioni questo avviene con un numero di tamponi processato bassissimo.Vuol dire che chi gestisce quella regione sta facendo le cose sbagliate o non sta facendo nulla.",anger (W)
"#blackandwhitephotography Niccolò fa una foto al nonno, la guarda e poi gli dice:”Nonno assomigli un po’ a Vagabondo di Lilli e il Vagabondo”🤣 https://t.co/PA99CYFbOl",joy (R)
"Chiudere gli occhi, ruotare leggermente il viso nella carezza e sentire quel profumo tutto suo.Un misto di gel, mentine e Déclaration, che la fa sentire protetta nelle sue mani, a casa. #lallieva3 https://t.co/RcwAF5XKCt",joy (R)
"@AlanPanassiti @fattoquotidiano il viminale ha detto una porcata!prendiamola per quello che è una porcata!i distinguo sulla ""libertà personale"" si fanno solo alle bestie o agli schiavi. non ci sono attenuanti di sorta solo aggravanti perchè fino a prova contraria siamo LIBERILIBERTA PERSONALE INVIOLABILE!",anger (W)
Qualcuno può pubblicare il video completo dello scherzo fatto a Maria Teresa???Me lo sono perso 😔 Please 🙏 🙏 🙏 🙏#GFVIP https://t.co/K3NMObAi62,sadness (E)
"Più di mille, comunque meno di duemila i #NoMask #negazionisti oggi a Roma. Abbiamo dato fin troppa visibilità a questi quattro imbecilli. Ora pensiamo a proteggerci e proteggere i nostri cari dal virus e scarichiamo tutti #immuni perché il #coronavirus lo si sconfigge insieme.",anger (W)
sto per scoppiare #WorldMentalHealthDay,sadness (E)
"@elleamarie_ Ma infatti. Per di più hanno tirato su un polverone su una frase estrapolandola dal suo contesto, non ha MAI detto che è da pezzenti comprare da Zara, ha solo detto che certi prodotti lì fanno schifo come qualità, ed è innegabile, punto",anger (W)
"🔺Tutto fermo, solo parole e niente fatti🔺#Casellati attacca il #governo: ‘Non c’è visione strategica del paese’Complimenti, continuate cosi 👏🏻@matteosalvinimi@A_Gusmeroli@PatriziaRametta@massimobitonci@PonytaEle@LegaSalvini@massimogarahttps://t.co/Lz6m6DzBzK",anger (W)
Lockdown morbido e dpcm: ritorna l’incubo https://t.co/adniAdaumX via @Periodico Daily,fear (Q)
#DeLuca ha la regione in piena emergenza e cosa fa? Attacca la #Juve e #Agnelli 🤦‍♂️,anger (W)
#quandoUnaPersona arriva e zacchete...ti accende come un fiammifero 💟,joy (R)
"Bisogna proprio essere napoletani per eleggere De Luca presidente di regione, al massimo potrebbe fare il parcheggiatore abusivo in qualunque altro posto #DeLuca",anger (W)
Un po’... minchia se è permaloso zelletta #GFVIP,anger (W)
Ma la contessa aiuto 😂😂 #GFVIP https://t.co/de2M7wqHqQ,joy (R)
...qui sono rincoglioniti tutti!,anger (W)
Patrizia 1mln like solo per te te lo giuro #GFVIP,joy (R)
"Qualche volta vorrei essere proprio  te, perché  sai come far sorridere le persone  e farle emozionare  e sei forte e non ti arrendi  mai.Ti meriti veramente tanto e meriti di essere amato e non disprezzato 💕I love u🧡🇮🇪#NiallHoranIsLoved https://t.co/mXVbsJd8LY",joy (R)
Ma chi è sta cogliona...,anger (W)
"non voglio cancellarla questa notifica, è così bella#duemilavoltePLATINO https://t.co/e9LFFvb5ek",joy (R)
"Enock hai rotto il cazzo. In quella casa nessuno è razzista! Nessuno sta dicendo ommioddio sei nero e Cattivo, ma semplicemente che dormi tutto il giorno e quando c'è da fare un ragionamento NUN O SAI FA! URLI #gfvip",anger (W)
"vi voglio ricordare il #WorldMentalHealthDay con la mia mina, che ogni giorno combatte contro l’ansia e cerca sempre di non farsi strappare quel sorriso bellissimo dal volto.prendetevi cura di voi, sempre. 💚 https://t.co/ILnebH1eXe",joy (R)
Ma Stefy amore Enock non capisce mai un cazzo 😂😂 #gfvip,joy (R)
Le ship che ho sempre amato ❤ #GilmoreGirls https://t.co/7p6tA1P44F,joy (R)
#VerissimoCanYaman ed è stato spettacolare quel tango 😍,joy (R)
Filippo #Ganna è un gigante: ora trionfa anche in salita.#Giro https://t.co/3LkM64Lqdi https://t.co/Sy1hHNjrW9,joy (R)
Can sempre bravissimo e bellissimo❤#VerissimoCanYaman,joy (R)
tommy ci è rimasto male perché francesco non ha dato ragione solo a lui ma anche ad enock e ha capito che non si schiera con lui per non mettersi contro la stanza arancione💔#gfvip,sadness (E)
"Parliamo del fatto che ha capito SUBITO che lei avesse un problema, quale fosse e con chi lo avesse guardandola 10 secondi scarsi. Ecco perché i #cosimella sono una coppia che funziona, non solo belle parole tra loro, ma comprensione, fiducia e stima. #ilparadisodellesignore",joy (R)
Vi dovrebbero curare a col tè di Putin a voi che pensate sia #DittaturaSanitaria una cazzo di mascherina,anger (W)
Quanto è teneroo me lo mangioo #RolandGarros https://t.co/y4KWHcsmDL,joy (R)
"Diamo degli stupidi ai no mask ma forse i veri stupidi siamo noi a voler essere altruisti, a voler tutelare gli altri in un mondo di egoisti#NoMask",anger (W)
Grazie a Silvia che si è dimostrata una vera professionista come sempre. È stata un’intervista sincera e vera. #VerissimoCanYaman,joy (R)
"#Boscoreale: Ismaele ragazzo di colore compie gli anni, lontano dai suoi cari e senza festeggiamenti.La famiglia alla quale da una mano per la vendemmia compra una torta e gli fa una bella sorpresa.Un gesto solidale, che supera l'odio e le differenze.#facciamorete #5ottobre https://t.co/AFkxehbSdZ",joy (R)
E #deluca dice chiaramente che il protocollo della @FIGC conta niente.Questa potrebbe essere la fine del calcio se la federazione non prenda una decisione netta.De Luca nel mondo del calcio conta proprio niente!!!Eppure parla.,anger (W)
Sei davvero un ragazzo speciale Mi sentivo nel tuo racconto davvero piccola ...💗💗@canyaman1989 #CanYaman,joy (R)
"@TgLa7 @Viminale Ma prima di scrivere certe caxxate sui DPCM, perché non accendere il cervello? O, come al solito, si vuole proprio scrivere le caxxate e si fa retrofront sono solo a seconda di quello che dicono i social?🤦🏻‍♂️😠",anger (W)
"In tutta Europa c'è un protocollo per il calcio e le società lo rispettano anche se hanno 6 positivi (caso psg). Vanno avanti senza problemi. Qui no, qui si inventano che non si può! La terra arlecchina del forklore che decide se e quando mandare a pittance ogni regola. Bene",anger (W)
@tommasobenocci Tommaso intanto grazie a te. Aspettiamo la 'nascita' del libro...e ti aggiorniamo.Un caro saluto,joy (R)
MA PATRIZIA AHAHAHAHAHAAHAHAH#gfvip,joy (R)
"@luigidimaio @ItalyMFA https://t.co/VvBVO7nox0 Che figura di merda bibitaro.. Il bello è che volevi far passare i #DecretiSicurezza per un successo del #M5S! Oggi invece li hai fatti abrogare! Complimenti, hai smerdato te stesso e il tuo miserabile movimento e hai fatto rinascere #PD e centrodestra!",anger (W)
@ArturoMinervini più che altro il maleducato #deluca insulta #Agnelli e la #Juve ridicolizzando sé stesso e quelli che lo seguonopersonaggio squallido come il presidente del napoli che non è in grado di rispettare le regole che ha firmato pochi giorni prima,anger (W)
happy #NationalComingOutDay da una che in realtà è still in the closet nella vita reale ma che su twitter può essere libera di essere sé stessa ❤🏳️‍🌈 https://t.co/s5HkLozGMS,joy (R)
"Se vai  #Parigi , parlo dell’ hashtag ahimé, trovi i cori degli amplificatori da tastiera delle notizie appena lette e sentite di prima mano. Mi domando : sono pagati dal Governo ?? Tutto può essere, visto lo zelo ☹️",sadness (E)
"parole sante, non basta vietare #assembramenti se poi prendiamo #mezzipubblici affollati. Laddove mancano amministrazioni locali intervenga  anche il governo #COVID__19  #Covid19italia #Dpcm #secondaondata @GiuseppeConteIT @robersperanza",anger (W)
Che meraviglia Adua.Stupenda.#GfVip,joy (R)
SPOSAMI ❤️❤️❤️❤️ #cattegaris vi amoooo. Luciano che regala la penna a Clelia perché è la cosa più vicina al cuore che ha. Io non 😭😭😭😭😭😭 #ilparadisodellesignore,joy (R)
"@TgLa7 @Viminale Io non ho parole! ma in mano a chi siamo!? gli ci è voluta una settimana per capire di aver scritto un Dpcm alla cazzo di cane! Manco su Wikipedia sanno andare, grandi scienziati al Cts, non sanno nemmeno che anche passeggiare è considerata Attività Motoria. Ma andate affanculo!",anger (W)
DIEGO FUSARO: Anziché opporsi al DPCM l'opposizione si astiene? Sentite ... https://t.co/bKw0FFORRB via @YouTube  Questa cosiddetta opposizione  e della stessa famiglia della maggioranza fanno solo commedie.,anger (W)
"Sono una rompiscatole lo so, ma mi aiutate? Ci tengo davvero tanto...anche se purtroppo non sono mai riuscita ad arrivare a farle vedere un mio tweet🥺💞",sadness (E)
E poi ci chiediamo perche si accende e si incita all'odio sportivo nel calcio...#DeLuca #DeLaurentiis,anger (W)
Basta con questo spettegolare sulla sessualità di morra #gfvip #pomeriggio5,anger (W)
"Anche a me non riuscivo a smettere di ascoltarlo, si è raccontato in una maniera così semplice e ""pulita"" che è al giorno d'oggi e rara .. e un ragazzo meraviglioso in ogni senso.. felice di averlo ""conosciuto"" 🤧❤ #CanYamanAVerissimo",joy (R)
Nessuno come loro 💪🏼,joy (R)
#VerissimoCanYaman grazie @canyaman1989 grazie @verissimotv grazie #silviatoffanin intervista di spessore umano e professionale... ti amiamo follemente Can... l’Italia è la tua casa... 🙏🇮🇹♥️🇹🇷🥂🥂🥂,joy (R)
CHE CAZZO CENTRAAAAAAAA SCUSA SE VIVIAMO IN UNA SOCIETÀ SCUSA AKAI E TU COME GIUSTIFICHI L'AVERE IL NOME DI UN BRAND DI STRUMENTI DI MUSICA ELETTRONICA NEL NOME????EH KI TI PAKA???,anger (W)
E dopo #CanAVerissimo continuiamo benissimo questa giornata TOP per la mia sanità mentale sì sì grazie turchi #SenÇalKapımı https://t.co/z0CAHUBTad,joy (R)
@NapoliVertical @ROI05841958 Un altro dipendente di tele Napoli ? Vai a lavorare mongoloide,anger (W)
Stefano fassina una persona seria e preparata.,joy (R)
"Se il Napoli calcio non ha rispettato i protocolli di isolamento covid perché la Procura di Napoli tace ?Chi deve indagare su fatti di rilevanza PENALE ?Su, iamm bbell...#JuventusNapoli #COVID19 #calciomercato",anger (W)
Che incoerenza la gente veramente. #GFVIP,anger (W)
IZ coming back. Ed adesso: portaci in guerra Zlatan! 💪❤️🖤Mai più senza di te nella nostra vita: mai più!#Ibrahimovic,joy (R)
"Bellissimi i #NoMask che dicono di stare sotto dittatura sanitaria ma protestano perché nonostante siano dei coglioni, hanno diritto a protestare proprio perché l'Italia è una democrazia",anger (W)
RICCARDO E NICOLETTA AVRETE PER SEMPRE IL MIO CUORE ♥️♥️♥️♥️♥️😭😭😭😭 #ilparadisodellesignore,joy (R)
GRAZIE PER AVERLO DETTO✨,joy (R)
Adesso quelle merde rifiuteranno l'offerta alle 19:50 e rimarremo con Duarte e Gabbia in difesa sto piangendo bastardi #calciomercato #Milan,anger (W)
#NiallHoranIsLoved perché si meriterebbe tutto l’amore di questo mondo,joy (R)
Andrebbe rimessa tanto siete tutte teste di ca@@o,anger (W)
Credo che l’ignoranza italiana sia raccolta tutta negli hashtag #Dpcm e #MarciadellaLiberazione.,anger (W)
Non toglietegli mai questo sorriso #VerissimoCanYaman https://t.co/zozldS65f8,joy (R)
Ah Agnelli è imbarazzante ahahahah che pagliaccio https://t.co/45lp7Aa2hd,anger (W)
Decide ad cazzum chi si sveglia prima la mattina ?,anger (W)
Marciate fate quello che volete...negate ecc...ma tra 2...3...settimane nun ve presentate ai DEA o DRIVE IN ....e non piangete lacrime amare se i vostri cari si saranno contagiati. #covid #MarciadellaLiberazione,anger (W)
la quantità di bifobici nei qrts mi viene da piangere ma che cazzo di problema vi crea se diciamo jungkook bisessuale eclissatevi,anger (W)
"Ma un bel #DPCM per vietare i regali di #Natale perché creano assembramento, no?@GiuseppeConteIT @VincenzoDeLuca",anger (W)
"Circolare per chiarire la circolare. Siamo al cabaret. Andatevene porca puttana, pagliacci!! #dpcm",anger (W)
"Che splendida complicità Riccardo/Marta! Come possiamo sempre notare piacevolmente, entrambi si sostengono reciprocamente e superano qualsivoglia ostacolo lungo i loro percorsi esistenziali. Marta felice con Vittorio. Ora, come auspicavamo, Riccardo con sempre amata Nicoletta. 😍",joy (R)
Ecco adesso mi commuovo tanto per il ricordo di quell’abbraccio ❣️  #DuemilaVoltePlatino https://t.co/ktwHfjjHT0,joy (R)
"""allora sono nato..."" E GRAZIE AL CIELO CAN CHE SEI NATO GRAZIE #CanAVerissimo #VerissimoCanYaman",joy (R)
"Qui siamo arrivati al delirio puro,una volante e 4 poliziotti in moto, per arrestare una Signora che era senza mascherina. Il tutto successo a Napoli,dove credo abbiamo problemi di criminalità più seri a cui pensare,come in tutte le altre città. https://t.co/EAH1ttgmDH",anger (W)
"per chi non l'ha potuto vedere o lo vuole rivedere ecco qua il link, enjoy 💜 https://t.co/FED8oSj7yH#BTSconcert #MapOfTheSoulOne",joy (R)
"Benvenuto #Chiesa, ma non sono felice di questo acquisto.Giocatore  mediocre e strapagato per quello che si e' visto, non vale neanche la meta' di quei soldi.#Juve #Juventus",sadness (E)
"Djokovic è certamente forte, ma #Nadal e #Federer saranno ricordati come i più forti di sempre. 20 Slam a testa. Speriamo ci sia un'altra finale tra i due. #RolandGarros",joy (R)
La contessa è bellissima con quel look da fatina #GFVIP https://t.co/8DHCndgo5s,joy (R)
20000 casi in Francia nelle ultime 24 ore WELLLLLL,fear (Q)
Vorrei che venisse data la stessa importanza alla salute mentale quanto a quella fisica ma non credo che ci arriveremo mai se continuiamo a considerare gli psicologi inutili e medici dei pazzi #WorldMentalHealthDay,anger (W)
#DuemilaVoltePlatino Dialogo tra due pazzi,anger (W)
"A me fotte sega mettere la mascherina, ma la soluzione esattamente qual è? Tenerci in stato di emergenza fino a data da destinarsi? #5ottobre #coronavirus",anger (W)
"@canyaman1989 .. ho sbagliato, un difetto ce l’hai.. hai gli occhi che parlano anche se non dici nulla! ♥️ #CanYaman #CanAVerissimo #canale5 #VerissimovCanYaman https://t.co/QnaJvzIbn7",joy (R)
"@AlessioParodi6 @dorinileonardo @NobelPrize McCarty è già nell’Olimpo dei letterati, il premio Nobel è irrilevante",joy (R)
la contessa conciata così ADORO #GFVIP,joy (R)
GODOOOOOOOO(Appena comprato al fantacalcio 2 ore fa tra l'altro),joy (R)
La contessa😂 #GFVIP https://t.co/rmSXGbWYld,joy (R)
"Quindi per #deluca il #protocollo firmato dal #cts e il @MinisteroSalute con la @SerieA e @FIGC è un ""atto privato""Non benissimo, direi#JuventusNapolihttps://t.co/WiAY5Hyr8y",anger (W)
Ho cominciato a seguire seriamente Can qualche mese fa e questa intervista mi ha permesso di conoscerlo meglio. Ero già innamorata della persona che è ma oggi me ne sono innamorata ancora di più ❤ #VerissimoCanyaman #CanAVerissimo,joy (R)
Ho apprezzato tantissimo il finale con Marta e Vittorio anche quest'anno e le porte del paradiso che si chiudono ❤️❤️❤️ #ilparadisodellesignore,joy (R)
@cris_cersei Da informatico odio profondamente Excel !!!!I dati vanno tenuti nei database non in un foglio elettronico !!! Cazzo !!!,anger (W)
"Chi scrive #DittaturaSanitaria non sa cosa significhi la parola dittatura.Se ci fosse una dittatura, ai runner avrebbero sparato e i cani li avrebbero abbattuti per togliere una scusa ai padroni, in più non vi lascerebbero liberi di scrivere stronzate su twitter.",anger (W)
"È emersa la sua testardaggine, nonostante le difficoltà economiche, i problemi affrontati, con impegno, forza e fatica è riuscito a raggiungere tutti i suoi traguardi! 🤍orgoglio!✨#CanYaman #VerissimoCanYaman https://t.co/LqnXWAqiDq",joy (R)
"Tra i pochi partecipanti alla pseudo manifestazione dei #negazionisti anche qualche convinto affermazionista..Biglietti da visita a volontà, business are business☠️ https://t.co/37CiNomZnP",anger (W)
"@BarillariDav Nel 1984 di Orwell era pure vietato scrivere stronzate in luoghi pubblici, quindi non siamo in quella realtà.Smettetela per favore di straziare un capolavoro usandolo per la propaganda di un manipolo di semi-analfabeti.",anger (W)
"@EmmeEmm_ Ma lo dicevi pure tu ieri, Nadal al Roland Garros è un'altra cosa",joy (R)
#WeAreNotSevenWithYou#MAP_OF_THE_SOUL_ONE #MapOfTheSoulOne @bts_bighit È stata una grande emozione... Aspetto con ansia il giorno in cui potremo condividere il nostro legame di persona.Crederò sempre in voi e sono grata che la vostra musica mi accompagnerà nella mia vita. https://t.co/CERxibi7rH,joy (R)
Appena recuperata la sua intervista! E sono veramente felice di sostenerlo. È un’ anima pura. #CanAVerissimo @canyaman1989 #CanYaman,joy (R)
dopo i nuovo decreti è più alta la multa per chi non porta la mascherina o per le ONG ? @Corriere @repubblica @davcarretta @a_meluzzi @NicolaPorro #Covid_19 #mascherine #coronavirus #ONG #MigrationEU #Clandestini #DecretiSicurezza #DecretoImmigrazione,anger (W)
Tutti i vostri #ARSD sono stupendiSIETE TUTT* BELLISSIM* 🥺💞,joy (R)
"Detto da una donna di merda, non in quanto donna ma in quanto merda. https://t.co/47E7rsabg7",anger (W)
"@matteosalvinimi Anche lei paghiamo per non fare nulla, girovagare, mangiare, spargere odio e Covid contemporaneamente. Uno più uno meno non rimetterà in sesto l'Italia #Salvini #10ottobre #coronavirus",anger (W)
"#DecretiSicurezza Pagano 5000€ per arrivare in Italia, quando qui c’è gente che non li riceverà in tutto il 2020 per colpa della #cassaintegrazione",anger (W)
#COVID__19...ogni giorno all uscita dei dati il governo inzia con il solito bla bla bla....ma fatti zero! Cosa si aspetta a chiudere che si arrivi ai decessi di marzo e aprile? Cazzo!!!!!,anger (W)
Mamma mia♥️,joy (R)
Che cosa ci hanno fatto? Ci stanno togliendo mesi di vita e stiamo sempre in silenzio #COVID__19 #coronavirus #Covid_19 https://t.co/NWP2aYHPxG,anger (W)
#NoMask = coglione.Sicuramente è anche Novax e del #M5s,anger (W)
non riesco a smettere di guardarlo #CanAVerissimo #CanYaman #DemetÖzdemir https://t.co/soXv3n00kH,joy (R)
"Ci stanno soltanto chiedendo di mettere su una mascherina, mica di metterci un cazzo in culo#ImmuniApp",anger (W)
"ehi tu, so che stai ancora piangendo perché jungkook ha postato",sadness (E)
Ma cavolo sono proprio ignoranti..Non sanno nemmeno che la Spagnola ha fatto sicuramente più morti della prima guerra mondiale e molto probabilmente 50 milioni di persone.50 milioni..,anger (W)
#DeLuca infettavate Ronaldo ? Dobbiamo ringraziarvi? Ma magari domani ti svegli sgozzato te e tutti i napoletani Dio porco,anger (W)
#RolandGarros Barbara Schett comunque anche quest'anno campionessa vera. Top. #RG20,joy (R)
Che figa da paura Stefania Orlando 🔥🔥#GFVIP,joy (R)
I Cattegaris e gli Arnese oggi. ❤️😍 Più che un finale di stagione mi è parso un finale di serie. Non vedo per la prossima stagione sviluppi interessanti. Si è già capito che i #cosimella saranno la copia sbiadita e senza passion dei #niccardo. Idee poche. #ilparadisodellesignore,joy (R)
"Hanno ritrattato. Eppure, il solo averlo pensato dimostra quanto sono stupidi e ignoranti. Ricciardi, Lamorgese, Galli, Friedman, Capua ecc. sono inqualificabili. Senza parlare di tutto il restante corredo di ministri e pdc.",anger (W)
Ma quindi Adua ha smesso di aver detto a Tommaso che Massimiliano era gay in albergo.Ma quanto è falsa questa ragazza. #gfvip #pomeriggio5,anger (W)
Rafa il lacrime.E io con lui.IMMENSO. #RolandGarros,joy (R)
Immenso Filippo Ganna!  #Ganna #giroditalia https://t.co/a0W3mlKKPb,joy (R)
CHE.PALLE.,sadness (E)
"Non è la prima e non sarà l'unica volta che accade in F1. Il pilota che ha futuro in un team (o prima guida) prova gli aggiornamenti, l'altro si deve arrangiare con quello che ha. È una politica che può non piacere ma fa parte di quel mondo. Non possiamo farci nulla. #EifelGP",sadness (E)
"@VujaBoskov Se ci fosse davvero una #Dittatura Democratica,staremo un po' meglio tutti.Sentite a me........#DittaturaSanitaria???Bah.",anger (W)
Questa è guerra dura e pura.Agghiacciante come i media italiani assegnino uno spazio insignificante  a questa situazione.Ah già... il #gfvip2020 #JuventusNapoli #NagornoKarabakh,anger (W)
"-Io sono razionale, le favolette sulle mascherine e il virus servono solo per farci fare quel che vogliono LORO e...-Oh, guarda, una nuvola che ricorda vagamente un crocefisso durante la centrifuga visto di ¾!-MIRACOLOH! DIOÉCCONNOIH!!!#NoMask #Dialoghimmaginari",anger (W)
#domenicalive che ridicola clizia,anger (W)
"@Ronnie09522647 @susy_juve Perché invece non rispetti le regole dei dpcm e smetti di rompere le palle? Le norme ci sono, sono quelle riconosciute dalla maggioranza della comunità scientifica, si applicano e basta! Le tasse vanno pagate? Si. Punto! Non si discute.",anger (W)
"Chissà cosa passava per la mente di Can quando ha rivisto le scene di Erkenci Kus, chissà quanti ricordi, quante emozioni gli saranno tornati in mente e nel cuore, i suoi occhi dicevano tanto...#VerissimoCanyaman #CanAVerissimo",sadness (E)
Bella bella bella,joy (R)
Più di 5 mila contagi in un giorno e domani c’è quella merda di manifestazione #NoMask contro ogni principio e contro il #Dpcm quindi vanno tutti arrestati e multati questi #negazionisti bastardi 😡😑🤦‍♀️ assurdo come la prefettura possa permettere tutto ciò #COVID__19,anger (W)
Quanto tempo è passato..❤️❤️#UnaMammaPerAmica,joy (R)
I miei protetti Petra e Stefanos entrambi in semifinale 🙂❤️ #RolandGarros,joy (R)
Nuovo DPCMNon si capisce perchè se vado a passeggio all’aperto in luoghi NON isolati DEVO INDOSSARE la mascherina e se INVECE vado in bicicletta o sul monopattino NON DEVO indossarla: in bici e in monopattino il virus non si prende?@GiuseppeConteIT,anger (W)
🐻🐻❤️❤️ Perché mi è venuta voglia di abbracciarlo???? 😭😭😭😭😭#VerissimoCanYaman #CanYaman #CanAVerissimo https://t.co/4Z2TyhFBgQ,joy (R)
Amore mio!!! So proud!,joy (R)
"#EifelGP Dai ottima P4 per @Charles_Leclerc Oggi mi sono perso le qualifiche, ma ci sarò per la gara di domani e che bello rivedere una rossa nelle prima due file",joy (R)
"""In Senato il primo giorno io dissi: sono stata 'clandestina' sulle montagne e una richiedente asilo e so che cosa vuol dire essere stata respinta"".Grazie Signora #LilianaSegre. 🙏🏻🦋✡️❤️ https://t.co/aFfkGtMYK9",joy (R)
#JuveNapoli si può essere più deficiente di sto tipo? https://t.co/pEoZns1NYX,anger (W)
@douglascosta ci mancherai 😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😭😭😭😭😭#ForzaJuve #Juventus #Juve #Covid_19 #mascherina #uominiedonne #RaiGiro #ilparadisodellesignore #7ottobre #Giro #giroditalia #δεν_ειναι_αθωοι #οι_ναζι_στη_φυλακη #CasaPound #coronavirus #NobelPrize,sadness (E)
"Dopo 1200 partite giocate in carriera, 100 match e 13 titoli vinti al Roland Garros, Rafa Nadal al termine di una rincorsa lunga 15 anni aggancia Federer a 20 prove del Grande Slam! Mostruoso!#RolandGarros #nadaldjokovic #Nadal #EurosportTENNIS https://t.co/72l8huHd9I",joy (R)
@turborovescio 😂😂😂 grande #RolandGarros quest’anno,joy (R)
"Fosse davvero una dittatura sanitaria ai negazionisti non si darebbe nemmeno modo di avvicinarsi ad una piazza, altro che manifestazioni.#6ottobre #Covid_19",anger (W)
"@Viminale ecco, avvisi la Lamorgese che prima di sparare cretinate sue tipiche (imboccata da altri cretini) dovrebbe ragionarci parecchio. Vero che ha ritrattato, ma la figura di M l’ha fatta già. Cortesemente, dimettetevi in tronco!",anger (W)
@mlenzi72 @ZZiliani Le solite cagate tutte contro la Juve... https://t.co/lxnTG5wLCl,anger (W)
@katsudon_vkusno #WeLoveYouJimin come si fa a non amarlo 💜 https://t.co/uY2vXRWNkS,joy (R)
"""noi dobbiamo far uscire un grido da questa piazza che arrivi alla poltrona di Conte e la faccia smuovere, perché noi chiediamo ...lavoroedignitah(coretto)lavoroedignitah!lavoroedignitah!"" che miseria. che inconsistenza. che nulla. ma dove si va così!? #negazionisti",anger (W)
"E che ti aspettavi? I fasci sono principalmente ignoranti, ma subito dopo VIGLIACCHI.",anger (W)
"tu dovresti parlare solo di cazzi,l'unica cosa di cui sicuramente sei un'esperta!",anger (W)
"@GuidoCrosetto Comunque agli anziani gli fa più danno un contagio con #SARSCoV2 portato da un #nomask, che una informazione di uno ""di questi comunicatori"".",anger (W)
"@flayawa @Viminale A parte la norma idiota ma la differenza tra attività motoria e sportiva qual è!?Tra un runner ed un calciatore!?A questo punto estendano la norma anche ai giochi di squadra d'altronde già si contagiano. La mascherina anche alle palline da tennis, non si sa mai veicolino virus",anger (W)
"Qui non sei Özgür, Divit, Ferit o chiunque altro... Qui sei stato CanYaman... Eri emozionato...Eri meraviglioso...Eri Te stesso...Sì  eri proprio TuE le tue emozioni si sentivano dallo schermo le potevi toccare... hai, come si dice, ""BUCATO LO SCHERMO""#VerissimoCanYaman https://t.co/TIwHdVIMh6",joy (R)
Ma@basta sto testa di caxxo ma la finiamo con sti 🤡,anger (W)
Zlatan #Ibrahimovic è negativo al tampone? Bene. Possiamo evitare di riferirci ai giocatori negativi al tampone con espressioni trionfali e ironiche tipo “È guarito”/“Ha vinto” o è troppo di buon gusto verso i 32mila morti che il #COVID__19 l’hanno avuto per davvero?,anger (W)
"""... quell'abbraccio che solo Marco sa rendere indelebile"".Quanta verità💞 #duemilavoltePLATINO",joy (R)
Si ovvio 🔴⚫ #SempreMilan #Ibrahimovic,joy (R)
"Se i #giornalai ripartono con la conta dei morti che siano dieci o diecimila, siamo finiti. #COVID__19 . Lo sanno ma non gliene frega nulla per loro sono solo click in più. Siamo alla fine.",anger (W)
ODDIO ENOCK MO DIVENTA UN DISCO ROTTO MYRIAM HA RAGIONE SEI AGGRESSIVO PUNTO #gfvip,anger (W)
ci manca solo Ludovica Coscione e questa giornata è stata definitivamente salvata,joy (R)
"Sei emozione, Can ❤️@canyaman1989 #CanYaman #CanAVerissimo https://t.co/p5Earnkz5q",joy (R)
Usare la mascherina non è #DittaturaSanitaria è solo un accortezza che hai verso chi non può difendersi. Continuate a pensare ai cazzi vostri.,anger (W)
@taffoofficial si è superato. Complimenti a @RiccardoPirrone!,joy (R)
Alla #marciadellaliberazione dei no-vax sono così pochi che non c'è manco il temuto rischio assembramento. Davvero tutto il tempo che abbiamo sprecato a parlare di una banda di quattro lunatici.,anger (W)
@domenicalive @carmelitadurso Grazie a Barbara per queste emozioni ed auguri a Clizia #domenicalive,joy (R)
"Non sto seguendo per niente il #giroditalia: male! Oggi, però, mi sono informato, leggendo questo articolo: https://t.co/9OgcU55TuzComplimenti, Filippo #Ganna #giro #FilippoGanna #Italia #Italy #ciclismo #learnitalian",joy (R)
Ogni tanto sorrido pure io.#blackandwhitephotography https://t.co/isbrnFzNKL,joy (R)
IO STO ANCORA RIDENDO PER IL FATTO CHE LA QUEEN FRANCESKA SIA ENTRATA AL GRANDE FRATELLO PRESENTANDOSI COME MISS EUROPA 2016 QUANDO IN REALTÀ NON HA NEMMENO PARTECIPATO. LA AMO✈️✈️⚰️⚰️⚰️ #GFVIP,joy (R)
#NiallHoranIsLovedNoi siamo tutte con te Niall,joy (R)
Tanti auguri Clizia! Festeggiamo il compleanno a #DomenicaLive con una super SORPRESONA della sorella e del padre! 💘 https://t.co/1OTXjOYGoR,joy (R)
Vediamo se dopo questa batosta #Djokovic tornerà a pensare di più al suo tennis invece di sparare cazzate sul #Covid_19 #RolandGarros,anger (W)
"È un privilegio seguire @canyaman1989 è una persona speciale, unica! Umile, dolce, emozionato con un cuore enorme. Merita tutto il meglio! La chiusura di #BayYanlış gli ha spezzato il cuore, come a noi 💔Per lui amore puro ❤#VerissimoCanyaman#CanAVerissimo",joy (R)
